0,1,2,3,4,5,6,7,8,9
-0.0014057581862208872,-0.00022821551346444523,-0.001281971480443234,0.0002448263990365049,-0.0034269892300112007,-0.0019582836160658475,0.001626070302854794,0.0020805482548189695,0.0008045174507547533,-0.0001062683371702755
-0.0015981684140973288,-0.0009595940725540441,5.855033007300536e-05,0.0012308707328251537,-0.0009379392449647734,0.0004014475629492536,0.001055909762577727,-0.00020597216847202462,-0.00012063337032513916,-1.04857627083457e-05
0.0005325076640488876,-0.0008909957763347238,0.0013697289307343671,-0.0010212638770025473,0.0023022363532223095,-0.0007102958324340184,0.0005965786225591177,0.0008769081465825272,4.774731060938715e-05,0.0015475822209167146
0.00014305824215100815,0.00014218932898613353,-0.00021920898944603512,0.0019487904721580543,-0.0019203026069077624,-0.0016975509804805573,0.0005569906420215992,0.002177732877526004,0.0014350853921817359,-0.0004435875829154399
-0.0004515582883088408,-0.00021891353509158603,0.0010423981641839886,-0.0009781802826650536,4.812132419870361e-05,0.0003922235921043554,-0.0011922273490927236,-0.00025206095854118053,-0.0015353358581747924,-0.001139186499639268
0.0006670602404531989,0.00010779945736908278,0.0002743666467750458,-0.0010130224846694254,0.0006235956465355801,-0.0020016883505085824,0.0034573710843789646,0.002437086114161952,0.0026779961577024355,-0.00045948666146713535
-0.0002362406330859017,-0.00024514207966954115,0.0003396020426823521,-0.00028441276782781023,-0.0013081208445855812,-0.0004928710738271586,0.00019123887360158548,0.00032235156048316185,-0.000656405753689393,-0.0008185982703691898
0.00019765840985504346,0.00013671402605592195,-0.002316271664946186,-0.0003686524386162165,0.00013575492276371237,0.0009962121954455213,-0.0014557668971742247,0.001390149740645234,0.0009113495348423639,0.0015792581172163508
-0.0012564161727850293,4.2209870605946915e-05,0.0003024150712494657,-0.0002055578772137054,0.0010332474266281635,0.0001233535438378251,-0.0009839218939096698,-0.002456154799657854,-0.0006495480813228776,0.0010250038370392003
0.00025728872043737376,0.0012530013945686142,-0.0016399658644145798,-0.0009572137522861291,0.0027377294707759065,0.0016078404569484753,-0.0011098756217215403,-0.0024362280863053486,-0.00029463909476073964,0.00043584627395829636
0.001700024233934404,-0.0015482314744362804,-4.6323181693277384e-05,0.0007591064968052175,-0.00017821514428379643,0.0010465304446412452,-0.0019850092429581543,-0.0016467855095206752,-0.0005094214155193051,-0.00013363627533218394
0.0012569308246240735,-0.001490969543867386,0.0016478659118388233,0.0011664369797241346,0.00011378573538661896,-0.00277650761870936,0.0011044270141914404,0.0024739797178690444,0.0021288794675569755,-0.001548169466770321
0.00010548976014022677,0.0003158277896371624,0.0003098360218904076,0.002205725322185687,-0.002809925322481508,0.001176569560212981,-0.0029564357741904625,-0.0002237244004011387,-0.00017132152806141956,0.0007170304984113902
0.0011925154427002065,-0.0007050548636124026,0.0021898494636293886,0.0010784676426146386,0.0008059919622856977,-0.0014587244133856976,0.0026792375404637407,0.00016581221051252879,-0.0003203433543066577,-0.002097152267166918
0.0023315345507896328,-0.0016105873407442485,0.00041011237015036356,0.0012527605330508358,-0.0007043309078036662,-0.0025819768904515464,0.002279989590156824,0.004691206918708241,0.0010097863709029127,0.0002614771672948524
0.0011476200597200182,-0.0005967075385162275,-0.0014276565896957024,0.0016546287327323258,0.0011907126063890805,-0.0010185659280392365,-0.0024059147063268727,-0.0007784978402953374,-0.00018305731674420758,0.00041587185058684353
0.00019036398985827535,-0.00020806494580512906,0.0006034797434162121,-0.00033102675779131743,0.0005857556880583533,0.0013888025540622054,-0.002813442693412505,-0.0005449162120642193,-0.0009652862081468195,0.0020072403015826312
-0.00010938602951333218,-0.0006735665556004661,-0.0003358471067096966,-3.082906629775537e-05,0.002152477317997548,0.002263418525949397,-0.00045058181533613024,-0.00013417581612795227,0.000986868265823072,4.7361289150081716e-06
-0.00193115423077016,0.000458702788099245,0.0008889827827328426,-0.0006191191283062918,-0.0018260721999202496,0.002546346647939396,-0.002393978557340577,-0.003441981919865905,-0.00019370107938999955,-0.0012478825224665248
